-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,37,37,37,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,49,49,49,-1,-1,-1,-1,-1,49,49,49,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,49,49,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,49,49,-1
-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,49,49,49,-1,83,-1,-1,-1,-1,-1,83,-1,49,49,49,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,64,-1,75,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,80,80,80,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
